Username,Handle,Timestamp,Comments,Likes,Retweets,Text
RITA CASTRO,@RytaCastro,2021-11-25T16:29:10.000Z,"RITA CASTROK horror!
É por essa razão q o dinheiro da lei rouanet saia pra essa turma, olha lá!",,,
S#ndro,@TT_Sandro,2021-11-25T16:26:48.000Z,"S#ndroEm resposta a 
@SenadoFederal",,,
fbertino,@fbertino,2021-11-25T16:21:10.000Z,"fbertinoEm resposta a 
@cirogomes",,,
Robson Costa.,@Perciliana45,2021-11-25T16:21:10.000Z,"Robson Costa.O dinheiro da  da lei Rouanet deveria ir para estas meninas, não para cantor rico, tipo, Caetano, gil etc.  #BalançoGeralRJ",,,1
ana lucia mendes,@MendesSaada,2021-11-25T16:18:32.000Z,"ana lucia mendesEm resposta a 
@Jambock67",,2,3
toia toria,@junkftheart,2021-11-25T16:16:05.000Z,"toia toriameu avô soltou um “ah eles acabaram com aquela palhaçada de lei rouanet” e eu já fui logo metendo meu pé 

meu avô ótimo até abrir a boca pra falar de política meu Deus do céu",,,
MULA,@modelpernambuco,2021-11-25T16:09:42.000Z,"MULAEm resposta a 
@BolsonaroSP",,,
José Francisco Salvador,@JosFran31275404,2021-11-25T16:04:34.000Z,"José Francisco SalvadorEm resposta a 
@jairbolsonaro
 @CAPES_Oficial
 e 
@MEC_Comunicacao",,,
Ilma Amorim,@Esteticista50,2021-11-25T16:03:49.000Z,"Ilma AmorimA canalhice desse povo não tem limites... A lei Rouanet só mudou de nome. Agora é: ""lei Paulo Gustavo"". Infelizmente, os artistas sem talentos voltaram a mamar nas tetas do governo, e quem paga a conta somos nós...
O Brasil tá lascado!",44,150,314
Sandro da Silva,@sandrosjs14_da,2021-11-25T16:02:59.000Z,"Sandro da SilvaEm resposta a 
@BoniCoverRei",5,,3
Daniel Msk,@danielmsk6,2021-11-25T15:17:30.000Z,"Daniel MskEm resposta a 
@BolsonaroSP",,,
Mirna Esteio/ RS,@MirnaConceicao,2021-11-25T15:04:46.000Z,"Mirna Esteio/ RSEm resposta a 
@SenadoFederal",1,3,8
Marcio Jr,@marciocamilojr,2021-11-25T15:00:20.000Z,"Marcio JrO RETORNO DA LEI ROUANET! Parabéns ao Senado! Bando de VAGABUNDOS!

R$ 3,8 bilhões para a cultura, com cotas para negros e LGBT: Senado aprova Lei Paulo Gustavo",,,5
WRB/FLA,@WaltonirBrito,2021-11-25T14:40:10.000Z,"WRB/FLAEm resposta a 
@alvarodias_",,,
Haga.Romeu,@urgente_br,2021-11-25T14:40:05.000Z,"Haga.RomeuEm resposta a 
@randolfeap",,,
Ricardo Gustavo,@Sou_Eu_Ricardo,2021-11-25T14:35:04.000Z,"Ricardo GustavoBolsonaro irritado diz que 'vem mais coisa ruim por aí', surgiu um fato novo, veto, Lei Rouanet e +",,1,2
João Eduardo Lima,@tvenanalise,2021-11-25T14:31:28.000Z,"João Eduardo LimaLista atualizada de ""comunistas"", segundo Ricardo Salles:
-Ancine
-Anistia Internacional
-BNDES
-Estúdios Globo
-Folha de S. Paulo
-Foro de São Paulo
-Greenpeace
-Greta Thunberg
-Ibama
-ICMBio
-Inpe
-Lei Rouanet
-NASA
-OMS
-ONU
-PSDB
-Rio de Paz
-Sérgio Moro
-Sou da Paz
-UNE
-WWF",,,
valdecir fernandes,@Lugao50Fifoco,2021-11-25T14:30:22.000Z,"valdecir fernandesEm resposta a 
@RevistaCrusoe",,,
Alexandre Frota 777,@77_frota,2021-11-25T14:29:54.000Z,"Alexandre Frota 777Bolsonaro não entende nada de Cultura, não sabe nada sobre 
@AncineGovBr
 nem sobre Lei Rouanet  
@Inst_Rouanet
 . É contra a cultura . Colocou 
@OsmarTerra
 esse vassalo Bolsonarista ideológico puxa saco,depois vieram Henrique Pires, R Braga ,R Alvim, R Duarte e por último M Frias .",1,4,26
dih ✠,@little_dih,2021-11-25T14:29:54.000Z,"dih ✠Em resposta a 
@little_dih
 e 
@BolsonaroSP",,,
Revista Crusoé,@RevistaCrusoe,2021-11-25T14:18:25.000Z,Revista CrusoéBolsonaro repete discurso de 2018 e ataca a Lei Rouanet: ‘acabei com a mamata’.,41,16,72
atrasada,@geovanna_a_a,2021-11-25T14:00:51.000Z,"atrasadaEm resposta a 
@lowskydies",,,
Gera Lopes Jr,@gera_lopes,2021-11-25T13:43:16.000Z,"Gera Lopes JrEm resposta a 
@WandersomMorais
 @Renegado_21x
 e mais 3",1,,
Genô,@ForaGeno1,2021-11-25T13:37:13.000Z,"GenôEm resposta a 
@Jeffers30653882
 @1976Mnc
 e 
@BolsonaroSP",,,1
Henio Grimouth,@HGrimouth,2021-11-25T13:33:21.000Z,"Henio GrimouthEm resposta a 
@sergiodireita1",,,
Luis Silva,@luisbetosilva,2021-11-25T12:25:10.000Z,"Luis SilvaSó podia ser projeto do senador DPVAT canalha.
Não tem lei Rouanet agora inventam uma lei pra tirar $$$ do governo. 
#NaoLeiPauloGustavo 

Lutaremos para que não prospere', diz Mario Frias sobre a Lei Paulo Gustavo, aprovada pelo Senado - CartaCapital",,,2
Andréa Estevam,@AndraEstevam1,2021-11-25T12:23:44.000Z,"Andréa EstevamEtá lei Rouanet!  Se cuida,  os folgados devem ter um olho gordo! 
@mfriasoficial",,,1
trollsensato,@trollsensato,2021-11-25T12:18:53.000Z,"trollsensatoEm resposta a 
@WillyVSalinas",,,
Pavesi Na itália - AntiVaxx,@Pavesi_italia,2021-11-25T12:18:37.000Z,"Pavesi Na itália - AntiVaxxAhhhhhh. Aí petistas. Acabou a mamata da lei Rouanet. As tetas secaram. Vão trabalhar. Acabou a festa.

5 dias depois...

Lei Paulo Gustavo libera 3.8 bilhões para o setor ""cultural"".

Ainnnnn mas não é a lei Rouanet. 

Sim. A Lei Rouanet dava licença para captarem dinheiro.",4,24,165
Emerson Ferreira Prado,@Emerson93697138,2021-11-25T12:10:09.000Z,"Emerson Ferreira PradoBelo exemplo Alexandre de Moraes, um fugido do país sabe-se lá porquê??? Que cospe na cara de uma pessoa, uma cantora pendurada na lei Rouanet. E uma outra insignificante....mas essas pessoas tem valor. Não pensamos igual a maioria depravada da esquerda. Militante do stf",,,
Janderson Barreto,@Jotta_Barreto18,2021-11-25T11:57:46.000Z,"Janderson BarretoEm resposta a 
@Marcelo34182569
 @AdrianoV3nta
 e 
@Jambock67",1,,
Afonso Tang Mamolli,@AMamolli,2021-11-25T11:40:26.000Z,"Afonso Tang MamolliEm resposta a 
@helena_jfontes",,,1
eliane b schuchowsky,@elianebs,2021-11-25T11:34:36.000Z,"eliane b schuchowskyPrezado Senador, por favor, volte atrás no seu apoio à Lei Paulo Gustavo pois as maiores safadezas foram feitas com a Lei Rouanet, imagine nas mãos dos governos estaduais como moeda de nas eleições.A Secretaria da Cultura mostrou os escândalos havidos o que com certeza vai piorar",,,
Janderson Barreto,@Jotta_Barreto18,2021-11-25T11:32:31.000Z,"Janderson BarretoEm resposta a 
@AdrianoV3nta
 e 
@Jambock67",,,
Marcos Sacardo,@sacardinho,2021-11-25T11:31:24.000Z,"Marcos SacardoEm resposta a 
@FabianoBraga7",,,1
Cara de Capivara,@caradecapivara,2021-11-25T11:31:24.000Z,"Cara de CapivaraEm resposta a 
@orlandosilva
 @negrobelchior
 e 
@silviolual",,,
Coronel Mills,@Coronel_Mills,2021-11-25T11:26:57.000Z,"Coronel MillsA Lei Paulo Gustavo, proposta do senador Paulo Rocha (PT-PA), aprovada pelo senado, nada mais é do que um balão na Lei Rouanet.
Foi a forma que o PT encontrou para destinar recursos para sua base militante de artistas.
A Câmara dos Deputados tem a obrigação de vetar essa lei.",1,6,21
Ana Paula,@anapoliver2012,2021-11-25T11:20:58.000Z,"Ana PaulaEm resposta a 
@JornalOGlobo",,,1
Billy Patriota 22,@Direita46591384,2021-11-25T10:59:37.000Z,"Billy Patriota 22Em resposta a 
@carteiroreaca",,2,2
VelhoJUVE,@VelhoJUVE1,2021-11-25T10:41:00.000Z,"VelhoJUVE#BolsonaroOrgulhoDoBrasil 
O melhor Presidente que o Brasil já teve até agora..!
Antes dele era Corrupção desenfreada, putaria e libertinagens atingindo nossas crianças até no nível das creches, roubalheira institucionalizada; leí ""rouanet"", globolixo, drogas livres",,1,1
Aylton Pinheiro,@AyltonPinheiro,2021-11-25T08:37:09.000Z,"Aylton PinheiroEm resposta a 
@zeliaduncan",,,
Panfletero!,@PanfleteroBot,2021-11-25T08:23:48.000Z,"Panfletero! FAROFAFÁ | ""Pressionado pela Justiça, governo recontrata 239 pareceristas da Lei Rouanet""
 23/11/2021

 https://farofafa.com.br/2021/11/23/pressionado-pela-justica-governo-recontrata-239-pareceristas-da-lei-rouanet/…

 #panfleterobot",,,
Bobo Bot,@TheBoBoBot,2021-11-25T08:19:44.000Z,Bobo BotConheci hoje em Projeto de Lei Rouanet.,,,
Paulo Avelino Oliveira,@AvelinoOl1,2021-11-25T08:12:42.000Z,"Paulo Avelino OliveiraREDE GLOBO, FOLHA ESTADÃO VEJA ISTOÉ UOL OS TEMPOS MUDARAM E O POVO BRASILEIRO NÃO AGUENTA MAIS SUSTENTAR ESTA MÍDIA PORCA, SUJA, IMUNDA
RESPEITEM A VONTADE POPULAR
VEJAM OS BILHÕES QUE A GLOBO E SEUS ARTISTAS LEVARAM DO POVO BRASILEIRO COM ESTA LEI ROUANET",1,,1
Larissa,@Lariz3r4,2021-11-25T07:45:21.000Z,"LarissaEm resposta a 
@andreporci",,,
Elias Insta: elias.profissionalcosmetics,@SousaElias40,2021-11-25T05:48:24.000Z,"Elias Insta: elias.profissionalcosmeticsOlha a Lei Rouanet de volta.
O Brasil não é para amadores.",1,1,6
Perpétua Figueiredo,@perpetuafig,2021-11-25T03:43:02.000Z,"Perpétua FigueiredoNova Lei Rouanet?
Senado PODRE!",5,5,7
Michelle Elvis Lobo - RJ,@MichelleElvisL1,2021-11-25T03:13:39.000Z,"Michelle Elvis Lobo - RJEm resposta a 
@TerraBrasilnot",,,
Homci/V&R*****,@VHomci,2021-11-25T03:10:59.000Z,"Homci/V&R*****@SenadoFederal
 dos vagabundos, aprovaram um tal Lei Paulo .... para favorecer lei rouanet. R$ 4 bilhões para lacração.  Pqp.",,,
Denise Sodré,@DeniseSodree,2021-11-25T03:01:53.000Z,"Denise SodréEm resposta a 
@BolsonaroSP",,2,18
100%Saprophantizado,@CesarSaprophant,2021-11-25T02:52:04.000Z,"100%SaprophantizadoEm resposta a 
@andreporci
 e 
@mfriasoficial",,,
Markin,@markin_rib,2021-11-25T02:40:08.000Z,"MarkinEm resposta a 
@gera_lopes
 @WandersomMorais
 e mais 2",1,,2
Markin,@markin_rib,2021-11-25T02:36:48.000Z,"MarkinEm resposta a 
@juniorproducao_
 e 
@randolfeap",1,,1
Robertosolda,@Robertosolda66,2021-11-25T02:36:02.000Z,"RobertosoldaEm resposta a 
@randolfeap",,,
Regina Sonsa,@ReginaSonsa,2021-11-25T02:35:39.000Z,"Regina SonsaEm resposta a 
@sergiodireita1",,,1
Janderson Barreto,@Jotta_Barreto18,2021-11-25T01:30:25.000Z,"Janderson BarretoEm resposta a 
@AdrianoV3nta
 e 
@Jambock67",1,,
Janderson Barreto,@Jotta_Barreto18,2021-11-25T01:25:17.000Z,"Janderson BarretoEm resposta a 
@AdrianoV3nta
 e 
@Jambock67",1,,3
Ailton Piazza,@AiltonPiazza2,2021-11-25T01:23:24.000Z,"Ailton PiazzaOs artistas da ""elite"" na cultura não suportam o artista anônimo, são uma ameaça para eles, e para isso, chamam de alienados os que já enxergaram essa indiferença! 
Lei Rouanet...",,,
Alê • アレ,@XanRobJorge_,2021-11-25T01:20:02.000Z,"Alê • アレJá que a lei Rouanet fechou a torneira, acho que o senado abriu outra, né?",,1,1
Janderson Barreto,@Jotta_Barreto18,2021-11-25T01:18:31.000Z,"Janderson BarretoEm resposta a 
@RosaJordo1
 e 
@Jambock67",,,
Rosa Jordão,@RosaJordo1,2021-11-25T01:07:32.000Z,"Rosa JordãoEm resposta a 
@Jotta_Barreto18
 e 
@Jambock67",2,,2
Annabanana,@carolinax_anna,2021-11-25T00:58:04.000Z,"AnnabananaEm resposta a 
@ttrauzzola",,,
Suely Mazzola,@SuelyMazzola,2021-11-25T00:56:53.000Z,"Suely MazzolaEm resposta a 
@mmmarianos
 e 
@mfriasoficial",,,1
José Americo Pascoli,@JosePascoli,2021-11-25T00:54:13.000Z,"José Americo PascoliEm resposta a 
@FelipePedri",,,1
@CWaldir_Tostes,@CWaldir_Tostes,2021-11-25T00:53:57.000Z,"@CWaldir_TostesEm resposta a 
@SigaGazetaBR",,,1
Eduardo Bolsonaro,@BolsonaroSP,2021-11-25T00:37:56.000Z,"Eduardo BolsonaroVamos trabalhar para enterrar esse absurdo, proposto por senadores majoritariamente do PT, viúvos da Lei Rouanet.",298,"1,1 mil","5,4 mil"
MNC-1976,@1976Mnc,2021-11-25T00:31:46.000Z,"MNC-1976Em resposta a 
@TerraBrasilnot",,1,4
DramedyQueen,@maionesehelmas,2021-11-25T00:31:35.000Z,"DramedyQueenEm resposta a 
@SimoneTebetms",1,,1
WRB/FLA,@WaltonirBrito,2021-11-25T00:25:43.000Z,"WRB/FLAEm resposta a 
@SigaGazetaBR",,,
NeideValade,@NeideValade,2021-11-24T23:59:46.000Z,"NeideValade""Com a falta da mamata da lei Rouanet 
@SenadoFederal
 cria a lei Paulo Gustavo para ostentar a turma da lacração com 4 Bilhões.Surreal!",,,1
O Doutrinador,@Doutrinadorg,2021-11-24T23:56:44.000Z,"O DoutrinadorAprovaram a ""Lei Rouanet"" versão 2.0
Só mudaram o nome!",,1,4
Mauricio,@Maurici48751295,2021-11-24T23:39:11.000Z,"MauricioEm resposta a 
@mariadorosario",,,
Laurinha Opressora,@laurinhaopresso,2021-11-24T23:33:05.000Z,"Laurinha OpressoraCom a falta da mamata da lei Rouanet 
@SenadoFederal
 cria a lei Paulo Gustavo para ostentar a turma da lacração com 4 Bilhões.
Surreal!",2,29,124
Gloria ValenteMeu Partido é o Brasil,@mgloria_valente,2021-11-24T23:24:31.000Z,"Gloria ValenteMeu Partido é o BrasilEm resposta a 
@SimoneTebetms",,,
roberto amadeu,@rwamadeu,2021-11-24T23:16:08.000Z,"roberto amadeuEm resposta a 
@JuhZanca",,,1
GIBAHUSSNIAROUCA,@HussniGiba,2021-11-24T23:14:36.000Z,"GIBAHUSSNIAROUCACreio que um tipo de “ lei “ dessa magnitude, deveria passar por um tipo de referendo/plebiscito, R$ 4 bilhões? Pra que? Com dinheiro de quem? Lógico, do povo! Será que é só no Brasil que isso acontece? Dessa maneira? Perderam a lei rouanet , querem arrumar outro jeito? Isso é?",,,1
WILSON,@DIACONOWILSON,2021-11-24T23:13:59.000Z,"WILSON-  Não seria uma nova Lei Rouanet MASCADA? 
- ""Senado aprova Lei Paulo Gustavo com R$ 3,8 bilhões para a cultura""",,1,2
Gustavo Pereira,@netpereira2,2021-11-24T23:12:35.000Z,"Gustavo PereiraEm resposta a 
@TerraBrasilnot",,6,12
Francisco Galdino da Silva Junior,@FranciscoGjr81,2021-11-24T23:05:47.000Z,"Francisco Galdino da Silva JuniorEm resposta a 
@NanciZambotto",,,
Bozo motoqueiro,@BozoMotoqueiro,2021-11-24T22:59:59.000Z,"Bozo motoqueiroA 1 ano da eleição frouxonaro pra conquistar eleitores sancionou leis feministas, injetou  dinheiro na Globo, não fez o mínimo esforço para vetar a nova lei rouanet chamada de Paulo Gustavo e ainda se aliou ao centrão. Bolsonaro é o maior FDP da história !",,,2
Julia Maia_NÃO VOTE EM DEMENTES,@JuliaMa00672573,2021-11-24T22:57:08.000Z,"Julia Maia_NÃO VOTE EM DEMENTESEm resposta a 
@ttrauzzola",,,2
Delei.,@deleijoga10,2021-11-24T22:46:55.000Z,"Delei.Em resposta a 
@MaynartNeves
 e 
@ASaoblack",,1,6
Robô Patriota,@RoboPatriotaa,2021-11-24T22:44:31.000Z,"Robô PatriotaNova Lei Rouanet APROVADA pelos CANALHAS do Senado...

Brasil vai dar certo sim kkkk",,,
Ariosto atti,@afatti391,2021-11-24T22:42:38.000Z,Ariosto attiPapo ridículo dessas duas.uma vizando os cofres ena outra a lei Rouanet!,,,
Alé,@Al54804971,2021-11-24T21:40:17.000Z,"AléEm resposta a 
@Diogo_rivotril
 @_edsonisaias8
 e 
@RickSouza",,,
Claiton Garske,@clgarske,2021-11-24T21:38:34.000Z,"Claiton GarskeEm resposta a 
@SigaGazetaBR",,,3
joseaimiri,@joseaimiri,2021-11-24T21:24:27.000Z,"joseaimiriEm resposta a 
@cirogomes
 e 
@gisellebezerra",1,,
Flavião Robô com CPF - A favor do voto auditável.,@flaviani21,2021-11-24T21:12:17.000Z,"Flavião Robô com CPF - A favor do voto auditável.Farra de dinheiro público pela Globosta,pseudos artistas,contratados ganhando muito,trabalhando pouco.Pseudos artistas deitando,rolando na Lei Rouanet tudo mixou,hoje esses criminosos que usavam dinheiro público para ostentação com mansões,carrões e outros  ões,combatem o Jair.",,,
Luiz Rodrigues,@luizsampaulino,2021-11-24T20:36:11.000Z,"Luiz RodriguesEm resposta a 
@tvcultura",,,
Márcio José de Oliveira,@MrcioJo86247448,2021-11-24T20:02:22.000Z,"Márcio José de OliveiraEm resposta a 
@zeliaduncan",,,
Raça Tricolor,@cotrim_n,2021-11-24T19:32:20.000Z,"Raça TricolorEm resposta a 
@zeliaduncan",,,
Geraldo Oliveira,@Geraldo_Olivera,2021-11-24T19:19:51.000Z,"Geraldo OliveiraEm resposta a 
@Fernandokabulo5
 e 
@paulorcviana",,,2
Marcus,@marcushilmann,2021-11-24T19:06:03.000Z,MarcusEste corredor eh pole quando se trata de correr atrás do dinheiro da Lei Rouanet !!!!,,,2
Kaio,@kaiucamara,2021-11-24T18:54:37.000Z,"KaioEu odeio tanto o governo federal, era pra dar lei rouanet pra músico não ter que tocar dentro do vagão do metrô lotado.",,,
abichadoblog,@abichadoblog,2021-11-24T18:43:50.000Z,"abichadoblogEm resposta a 
@_dan_dara
 @morena20_00
 e 
@laauraum",,,
@roberto013579,@roberto013579,2021-11-24T18:43:02.000Z,"@roberto013579@jose_simao
 Descobri à poucos meses que o Zé Simão também recebia verbas da Lei Rouanet!...tá explicado os ataques ao Bolsonaro!...",,,
@roberto013579,@roberto013579,2021-11-24T18:36:26.000Z,"@roberto013579@jose_simao
 Daqui a 5 anos quando Bolsonaro sair do Governo a Zezé Simona vai falir por falta de assunto é ainda não terá mais a Lei Rouanet! ...",,,
A man named Lulu,@lucianoprestes,2021-11-24T18:29:03.000Z,"A man named LuluEm resposta a 
@Pauloscleii
 e 
@AdrillesRJorge",,,3
Monteiro,@RJrMonteiror,2021-11-24T18:18:10.000Z,"MonteiroEm resposta a 
@samanthaschmutz
 e 
@HugoGloss",,,
Noemia Galiza Muniz,@GalizaMuniz,2021-11-24T15:38:36.000Z,"Noemia Galiza MunizEm resposta a 
@NoticiasdaTV",,,
Simone silva,@Simone86445185,2021-11-24T15:31:26.000Z,"Simone silvaEm resposta a 
@zeliaduncan",,,
Roberto Hideki,@rhtatemoto,2021-11-24T14:54:11.000Z,"Roberto HidekiE o secrOtário da cultura quer ampliar o incentivo a projetos cristãos através da Lei Rouanet.
Estado laico né?",,,5
SouOQueSouAfinalAlguémTinhaQueSer,@MarcosAndrVian3,2021-11-24T14:39:54.000Z,"SouOQueSouAfinalAlguémTinhaQueSerEm resposta a 
@zeliaduncan",,,
Tietri S C Filho,@t13tr1,2021-11-24T14:18:59.000Z,"Tietri S C FilhoBREAKING NEWS
Romero Britto foi contratado para criar o touro multicolorido que substituirá o dourado. O trabalho será custeado com recursos da Lei Rouanet.",2,,3
garciaaires65,@garciaaires65,2021-11-24T13:57:12.000Z,"garciaaires65Em resposta a 
@Jouberth19",,,
Egberto Leonardo,@EgbertoLeonardo,2021-11-24T13:51:21.000Z,"Egberto LeonardoEm resposta a 
@zeliaduncan",,,
Egberto Leonardo,@EgbertoLeonardo,2021-11-24T13:50:45.000Z,"Egberto LeonardoBora fazer uma reforma na Lei rouanet? Taxar todo ""acúmulo de capital"" de artista milionário para custear os projetos de artistas iniciantes.",,,
João 8:32,@joao_jb38,2021-11-24T13:34:59.000Z,"João 8:32Em resposta a 
@zeliaduncan",1,,6
Emanuele Kent,@emanuelekent,2021-11-24T13:28:20.000Z,"Emanuele KentEm resposta a 
@zeliaduncan",,,
Israel Barbosa,@IBarbosa01,2021-11-24T13:23:22.000Z,"Israel BarbosaImaginem o desespero da mídia se 
@jairbolsonaro
 for eleito Personalidade do Ano pela 
@TIME
Imaginem a cara deles

Imaginem o vídeo da atriz mamadora de Lei Rouanet vai fazer espumando ódio

Só de imaginar td isso minha vontade era votar umas mil vezes",1,,
Iva,@IvaMorales7,2021-11-24T13:18:39.000Z,"IvaEm resposta a 
@zeliaduncan",,,4
San der Son,@noclasssss,2021-11-24T13:17:09.000Z,"San der SonEm resposta a 
@Pequirodado",,,2
Demitido sem direitos!!!,@Civanghd,2021-11-24T13:09:37.000Z,"Demitido sem direitos!!!Em resposta a 
@JornalDaCidadeO",,,
Luiz Jardim,@LuizJardim10,2021-11-24T12:59:54.000Z,"Luiz JardimEm resposta a 
@cirogomes",,,1
Paulo Avelino Oliveira,@AvelinoOl1,2021-11-24T11:59:22.000Z,"Paulo Avelino OliveiraNADA DA FARRA DO BOI COM DINHEIRO PÚBLICO QUEM QUISER SUA FOLIA QUE PAGUE POR ELA
TEM QUE TER O RIGOR DA LEI ROUANET QUE CORTOU A PROGRAMAÇÃO DA REDE GLOBO A NOSSA MARAVILHOSA REDE FUNERÁRIA QUE NOS TRANCOU DENTRO DE CASA BENEFICIANDO SERVIDORES PÚBLICO INESCRUPULOSOS
NOS MATARAM",,1,1
Renato,@RJozala,2021-11-24T11:19:16.000Z,RenatoÉ os tolos e idiotas que sustentam vc na lei rouanet para fazer uma merda de música!!!,,,
Edmarcs,@EdmarCorradaSi2,2021-11-24T10:13:05.000Z,"EdmarcsEm resposta a 
@flaviaalvespra3
 e 
@andreporci",1,,1
R03S0N,@robsonrangel,2021-11-24T10:05:10.000Z,"R03S0NEm resposta a 
@1jonatasalves",1,,
Orocildo Mazi,@OrocildoM,2021-11-24T07:55:39.000Z,"Orocildo MaziEm resposta a 
@opropriolavo",,,
Almir Andrade,@AlmirCarlosAnd3,2021-11-24T06:48:29.000Z,"Almir AndradeEm resposta a 
@ForabolsonaroX
 e 
@CarlaZambelli38",,,2
Sim,@Sil033,2021-11-24T06:25:42.000Z,"SimEm resposta a 
@Adriano_Monte49",,,
Marombex,@Marombex22,2021-11-24T04:14:39.000Z,"MarombexEm resposta a 
@Arantes07Joao",,,
Diogo Vianna,@DiogoVianna19,2021-11-24T03:36:19.000Z,"Diogo ViannaEm resposta a 
@LuizCamargoVlog",,,
ARTU,@artualizando,2021-11-24T02:47:36.000Z,ARTUTrês artistas presos por pagarem pensão alimentícia com verba da Lei Rouanet.,,,
Gilberto S. #TemGenteComFome,@Gil_bertoS,2021-11-24T02:06:38.000Z,"Gilberto S. #TemGenteComFomeEm resposta a 
@alsoana_",,,
domingos.a.g,@domingosag1,2021-11-24T01:38:33.000Z,"domingos.a.gEm resposta a 
@BrunoEnglerDM",,,
GaribaldoRJ,@GaribaldoRj,2021-11-24T01:04:32.000Z,"GaribaldoRJEm resposta a 
@Fernandokabulo5
 e 
@coloradomesmo",,1,
@TaniaMota,@TaniaMota,2021-11-23T23:56:28.000Z,"@TaniaMotaEm resposta a 
@BlogdoNoblat",,,1
José Americo Pascoli,@JosePascoli,2021-11-23T23:18:49.000Z,"José Americo PascoliEm resposta a 
@MarPetrucelli",,,
betty,@viccsuperpop,2021-11-23T22:37:22.000Z,bettyganhar dinheiro pela lei Rouanet gostoso d+++++,1,,1
Indy Lopes,@indylopesb,2021-11-23T22:09:17.000Z,Indy LopesSe eu for assistir #MarighellaOFilme a terceira vez vão dizer que eu tô às custas da #leirouanet .,,,
ᵠʳᵃ ᵖᵃᵈⁱᵐᶜⁱᶜ̧ᵒ,@CiceroSilvaDeL1,2021-11-23T22:04:47.000Z,"ᵠʳᵃ ᵖᵃᵈⁱᵐᶜⁱᶜ̧ᵒFIM DA FARRA!
Reprovação das contas da construção do Museu da Imagem e do Som, no Rio Governo Federal manda a fundação Roberto Marinho devolver R$ 54 milhões da lei Rouanet ao Fundo Nacional de Cultura, que haviam sido recebidos pela fundação. Isso a globo não mostra!",1,,1
Everaldo,@everaldojuiz,2021-11-23T22:00:07.000Z,"EveraldoEm resposta a 
@SenadoFederal",,,
Mário Cardia,@marioamcardia,2021-11-23T21:55:28.000Z,"Mário CardiaEm resposta a 
@RodrigoHaidar
 @MonitorMercado
 e 
@marcoswv",,,2
Talita Yuki,@talita_yoshida,2021-11-23T21:41:50.000Z,"Talita YukiEu indo pesquisa:

O que é a Lei Rouanet e para que serve?",,,1
La Weiss,@weissphuder,2021-11-23T21:35:51.000Z,"La WeissEm resposta a 
@22_caveira
 @MariaCo92513958
 e 
@jose_simao",,,
Andréa Fiuza,@AndraFiuza,2021-11-23T21:29:05.000Z,"Andréa FiuzaEm resposta a 
@CrapulaLeonardo",,,
Rodrigo Haidar,@RodrigoHaidar,2021-11-23T21:27:51.000Z,"Rodrigo HaidarE a B3 (ou o Mercado), que pegou um dinheirinho via Lei Rouanet pra fazer seu próprio museu. R$ 7 milhões, abatidos do Imposto de Renda da própria B3. E você aí gritando que a Rouanet é coisa de comunista... A história tá no 
@MonitorMercado
, do 
@marcoswv",3,106,231
EntreSemBater…,@SamuraiManeta,2021-11-23T21:00:27.000Z,EntreSemBater…Mais 5 anos sem ter Lei Rouanet vamos ter Temporada Teatral em  Bangu 8…,3,4,20
נריה,@g_geraldooli,2021-11-23T20:43:52.000Z,נריהE terá que devolver mais de 50 mi da Lei Rouanet,,1,2
Laryssa Frota,@laryssafrota,2021-11-23T20:18:03.000Z,"Laryssa FrotaEm resposta a 
@Schicco3
 e 
@correio",1,,
Carlos,@Caco1605,2021-11-23T19:22:42.000Z,"CarlosEm resposta a 
@aidar_bel
 @allancamaral
 e 
@Damadeferroofic",1,,
Cesar Melo,@CesarMe37325430,2021-11-23T19:20:26.000Z,"Cesar MeloEm resposta a 
@felipegiestosa
 @PerbelineRobson
 e 
@Malach87046734",1,,1
Roger Lima,@rogergallo45,2021-11-23T19:18:10.000Z,"Roger LimaÉ TÃO BOM ARTISTA,Q A FOIA IRÁ PEDIR VERBA PRA ""CURTURA"" DA LEI ROUANET,KKKKKKKKKKKKKKKKKKKKKKKKKKK",,1,
Gerson Brabo,@Gcbrabo,2021-11-23T17:46:25.000Z,"Gerson BraboGLOBO É OBRIGADA A DEVOLVER MILHÕES DE REAIS DA LEI ROUANET https://youtu.be/IDa4PiPPjZQ via 
@YouTube",,,
FranciscoSantos,@Francis13466122,2021-11-23T17:24:15.000Z,"FranciscoSantosGLOBO É OBRIGADA A DEVOLVER MILHÕES DE REAIS DA LEI ROUANET https://youtu.be/IDa4PiPPjZQ via 
@YouTube",,1,1
Lívia Bernardo,@liviableon,2021-11-23T17:15:40.000Z,"Lívia BernardoEm resposta a 
@jocianezwer
 e 
@CarlosMeloCM",,,3
Luma Félix,@LumaFelixx,2021-11-23T17:09:19.000Z,"Luma FélixShow do Luan Santana com lei Rouanet! 

Precisamos de uma guerra...",,,3
Maximus - Com Bolsonaro 100%,@maximusdovalle,2021-11-23T17:07:30.000Z,"Maximus - Com Bolsonaro 100%Em resposta a 
@Damadeferroofic
 e 
@TonyStarkMeta",,,
banheiro não-binario,@psicopomp,2021-11-23T16:52:59.000Z,"banheiro não-binario""Estilo CalArts"" é uma coisa meio lei rouanet das animações ocidentais, é uma coisa que até existe mas não do jeito que se fala a respeito online
quem tenta usar de argumento serio NÃO sabe do que tá falando e só regurgita merda que leu por ai",,,2
